chr	start	end	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	cellType	class	isPromoterElement	isGenicElement	isIntergenicElement	enhancerSymbol	name	normalized_h3K27ac	normalized_dhs	activity_base
chr22	43722433	43722933	37	85.194370	0.620840	0.620840	170.388740	0.629835	27	69.170998	0.561769	0.561769	138.341997	0.569415	77.182684	0.594603	154.365368	0.603898	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	genic	False	True	False		genic|chr22:43722433-43722933	13.710713	77.182684	32.530442
chr22	44278828	44279328	50	115.127527	0.693553	0.693553	230.255054	0.703748	42	107.599331	0.678411	0.678411	215.198662	0.688906	111.363429	0.686057	222.726858	0.698051	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	genic	False	True	False		genic|chr22:44278828-44279328	4.570238	111.363429	22.560083
chr22	43608429	43608929	3	6.907652	0.046627	0.046627	13.815303	0.046777	0	0.000000	0.010195	0.010195	0.000000	0.010195	3.453826	0.026087	6.907652	0.026987	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	promoter	True	False	False	LOC105373051	promoter|chr22:43608429-43608929	0.000000	3.453826	0.000000
chr22	43583429	43583929	169	389.131040	0.899850	0.899850	778.262081	0.905697	141	361.226325	0.897001	0.897001	722.452650	0.901649	375.178683	0.898951	750.357365	0.905247	24	109.685705	0.833883	0.833883	219.371410	0.843028	109.685705	0.833883	219.371410	0.843028	K562	promoter	True	False	False	TTLL12	promoter|chr22:43583429-43583929	109.685705	375.178683	202.858912
chr22	43429817	43430317	34	78.286718	0.599100	0.599100	156.573436	0.608396	36	92.227998	0.642579	0.642579	184.455996	0.654123	85.257358	0.620540	170.514716	0.631334	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	intergenic	False	False	True		intergenic|chr22:43429817-43430317	0.000000	85.257358	0.000000
chr22	43434269	43434840	35	80.589269	0.608846	0.608846	141.137073	0.573613	32	81.980443	0.614243	0.614243	143.573455	0.587706	81.284856	0.611094	142.355264	0.584108	2	9.140475	0.258171	0.258171	16.007838	0.211994	9.140475	0.258171	16.007838	0.211994	K562	promoter	True	False	False	LOC100506679	promoter|chr22:43434269-43434840	9.140475	81.284856	27.257700
chr22	43447905	43448405	7	16.117854	0.069715	0.069715	32.235707	0.070315	2	5.123778	0.043778	0.043778	10.247555	0.043928	10.620816	0.060120	21.241631	0.060120	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:43447905-43448405	0.000000	10.620816	0.000000
chr22	43456187	43456687	14	32.235707	0.238981	0.238981	64.471415	0.245427	13	33.304555	0.299400	0.299400	66.609110	0.304948	32.770131	0.264318	65.540262	0.270315	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:43456187-43456687	0.000000	32.770131	0.000000
chr22	43463366	43463866	17	39.143359	0.323388	0.323388	78.286718	0.329835	20	51.237777	0.453223	0.453223	102.475553	0.462369	45.190568	0.403148	90.381136	0.410945	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	genic	False	True	False		genic|chr22:43463366-43463866	4.570238	45.190568	14.371209
chr22	43485156	43485684	72	165.783639	0.775262	0.775262	313.984164	0.773313	50	128.094441	0.720240	0.720240	242.603109	0.718141	146.939040	0.752774	278.293636	0.750825	14	63.983328	0.733133	0.733133	121.180545	0.731634	63.983328	0.733133	121.180545	0.731634	K562	promoter	True	False	False	TTLL1	promoter|chr22:43485156-43485684	63.983328	146.939040	96.962100
chr22	43486117	43486617	132	303.936671	0.872714	0.872714	607.873341	0.877211	109	279.245882	0.864768	0.864768	558.491765	0.870915	291.591277	0.870465	583.182553	0.874663	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	intergenic	False	False	True		intergenic|chr22:43486117-43486617	22.851188	291.591277	81.628471
chr22	43496214	43496714	39	89.799471	0.633583	0.633583	179.598942	0.643478	32	81.980443	0.614243	0.614243	163.960885	0.623238	85.889957	0.622489	171.779913	0.632984	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	intergenic	False	False	True		intergenic|chr22:43496214-43496714	22.851188	85.889957	44.302230
chr22	43497130	43497630	33	75.984168	0.588306	0.588306	151.968335	0.598051	26	66.609110	0.547526	0.547526	133.218219	0.554573	71.296639	0.577661	142.593277	0.584858	12	54.842852	0.692654	0.692654	109.685705	0.701499	54.842852	0.692654	109.685705	0.701499	K562	intergenic	False	False	True		intergenic|chr22:43497130-43497630	54.842852	71.296639	62.530881
chr22	43500019	43500519	98	225.649952	0.828786	0.828786	451.299905	0.836882	65	166.522774	0.780060	0.780060	333.045548	0.789805	196.086363	0.808096	392.172726	0.818591	33	150.817844	0.876162	0.876162	301.635688	0.883358	150.817844	0.876162	301.635688	0.883358	K562	intergenic	False	False	True		intergenic|chr22:43500019-43500519	150.817844	196.086363	171.968958
chr22	43592344	43592844	10	23.025505	0.113793	0.113793	46.051011	0.115592	7	17.933222	0.135982	0.135982	35.866444	0.138081	20.479364	0.117541	40.958727	0.119040	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	intergenic	False	False	True		intergenic|chr22:43592344-43592844	9.140475	20.479364	13.681781
chr22	43506503	43507003	1	2.302551	0.023838	0.023838	4.605101	0.023988	3	7.685666	0.063118	0.063118	15.371333	0.063718	4.994109	0.040780	9.988217	0.040780	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	promoter	True	False	False	BIK	promoter|chr22:43506503-43507003	13.710713	4.994109	8.274829
chr22	43520768	43521268	27	62.168864	0.522789	0.522789	124.337729	0.530885	17	43.552110	0.393553	0.393553	87.104220	0.400750	52.860487	0.462669	105.720975	0.470765	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:43520768-43521268	9.140475	52.860487	21.981128
chr22	43532351	43532851	8	18.420404	0.079010	0.079010	36.840809	0.079910	3	7.685666	0.063118	0.063118	15.371333	0.063718	13.053035	0.067166	26.106071	0.067766	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:43532351-43532851	9.140475	13.053035	10.922955
chr22	43539135	43539653	63	145.060684	0.749025	0.749025	280.039930	0.751124	58	148.589552	0.755022	0.755022	286.852417	0.756822	146.825118	0.752324	283.446174	0.756522	36	164.528557	0.887706	0.887706	317.622697	0.888456	164.528557	0.887706	317.622697	0.888456	K562	promoter	True	False	False	MCAT	promoter|chr22:43539135-43539653	164.528557	146.825118	155.424981
chr22	43547269	43547769	4	9.210202	0.054123	0.054123	18.420404	0.054273	7	17.933222	0.135982	0.135982	35.866444	0.138081	13.571712	0.070765	27.143424	0.071664	14	63.983328	0.733133	0.733133	127.966656	0.740780	63.983328	0.733133	127.966656	0.740780	K562	promoter	True	False	False	TSPO	promoter|chr22:43547269-43547769	63.983328	13.571712	29.468005
chr22	43549140	43549640	6	13.815303	0.063268	0.063268	27.630606	0.063568	2	5.123778	0.043778	0.043778	10.247555	0.043928	9.469540	0.056072	18.939081	0.056072	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:43549140-43549640	0.000000	9.469540	0.000000
chr22	43559713	43560213	109	250.978008	0.845577	0.845577	501.956017	0.852324	97	248.503216	0.849775	0.849775	497.006433	0.856372	249.740612	0.847676	499.481225	0.854873	8	36.561902	0.588156	0.588156	73.123803	0.596252	36.561902	0.588156	73.123803	0.596252	K562	intergenic	False	False	True		intergenic|chr22:43559713-43560213	36.561902	249.740612	95.556223
chr22	43561634	43562134	28	64.471415	0.535082	0.535082	128.942830	0.543028	20	51.237777	0.453223	0.453223	102.475553	0.462369	57.854596	0.495802	115.709192	0.504798	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	intergenic	False	False	True		intergenic|chr22:43561634-43562134	22.851188	57.854596	36.359954
chr22	43563138	43563638	33	75.984168	0.588306	0.588306	151.968335	0.598051	35	89.666109	0.638081	0.638081	179.332218	0.649175	82.825138	0.615892	165.650277	0.626087	6	27.421426	0.513793	0.513793	54.842852	0.521739	27.421426	0.513793	54.842852	0.521739	K562	genic	False	True	False		genic|chr22:43563138-43563638	27.421426	82.825138	47.656935
chr22	43579517	43580017	216	497.350916	0.927436	0.927436	994.701831	0.934933	191	489.320766	0.930735	0.930735	978.641533	0.937331	493.335841	0.928336	986.671682	0.935832	136	621.552327	0.976612	0.976612	1243.104654	0.981559	621.552327	0.976612	1243.104654	0.981559	K562	genic	False	True	False		genic|chr22:43579517-43580017	621.552327	493.335841	553.745465
chr22	43582887	43583387	2	4.605101	0.036432	0.036432	9.210202	0.036882	2	5.123778	0.043778	0.043778	10.247555	0.043928	4.864439	0.038081	9.728879	0.038081	18	82.264279	0.783658	0.783658	164.528557	0.791604	82.264279	0.783658	164.528557	0.791604	K562	promoter	True	False	False	TTLL12	promoter|chr22:43582887-43583387	82.264279	4.864439	20.004239
chr22	43514680	43515180	6	13.815303	0.063268	0.063268	27.630606	0.063568	5	12.809444	0.097301	0.097301	25.618888	0.098201	13.312374	0.069565	26.624747	0.070465	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	genic	False	True	False		genic|chr22:43514680-43515180	13.710713	13.312374	13.510075
chr22	45148187	45148687	2	4.605101	0.036432	0.036432	9.210202	0.036882	2	5.123778	0.043778	0.043778	10.247555	0.043928	4.864439	0.038081	9.728879	0.038081	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	promoter	True	False	False	ARHGAP8	promoter|chr22:45148187-45148687	0.000000	4.864439	0.000000
chr22	44287643	44288143	0	0.000000	0.008996	0.008996	0.000000	0.008996	0	0.000000	0.010195	0.010195	0.000000	0.010195	0.000000	0.004948	0.000000	0.004948	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	promoter	True	False	False	PNPLA5	promoter|chr22:44287643-44288143	0.000000	0.000000	0.000000
chr22	44319368	44319904	48	110.522426	0.684558	0.684558	206.198555	0.674663	49	125.532553	0.715442	0.715442	234.202524	0.708846	118.027489	0.699100	220.200539	0.695052	5	22.851188	0.466117	0.466117	42.632814	0.448276	22.851188	0.466117	42.632814	0.448276	K562	promoter	True	False	False	PNPLA3	promoter|chr22:44319368-44319904	22.851188	118.027489	51.933307
chr22	44838956	44839456	3	6.907652	0.046627	0.046627	13.815303	0.046777	2	5.123778	0.043778	0.043778	10.247555	0.043928	6.015715	0.044528	12.031429	0.045127	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	promoter	True	False	False	LINC01656	promoter|chr22:44838956-44839456	4.570238	6.015715	5.243400
chr22	44845292	44845792	26	59.866314	0.509745	0.509745	119.732628	0.517391	20	51.237777	0.453223	0.453223	102.475553	0.462369	55.552045	0.480810	111.104091	0.490405	6	27.421426	0.513793	0.513793	54.842852	0.521739	27.421426	0.513793	54.842852	0.521739	K562	intergenic	False	False	True		intergenic|chr22:44845292-44845792	27.421426	55.552045	39.029685
chr22	44893755	44894583	75	172.691290	0.783508	0.783508	208.564360	0.680960	57	146.027663	0.751874	0.751874	176.361912	0.646477	159.359477	0.770015	192.463136	0.662969	5	22.851188	0.466117	0.466117	27.598054	0.378411	22.851188	0.466117	27.598054	0.378411	K562	promoter	True	False	False	LDOC1L	promoter|chr22:44893755-44894583	22.851188	159.359477	60.345285
chr22	44964969	44965469	0	0.000000	0.008996	0.008996	0.000000	0.008996	2	5.123778	0.043778	0.043778	10.247555	0.043928	2.561889	0.024438	5.123778	0.025037	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	promoter	True	False	False	LINC00207	promoter|chr22:44964969-44965469	13.710713	2.561889	5.926662
chr22	45016085	45016585	15	34.538258	0.269865	0.269865	69.076516	0.276762	5	12.809444	0.097301	0.097301	25.618888	0.098201	23.673851	0.150525	47.347702	0.153223	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:45016085-45016585	0.000000	23.673851	0.000000
chr22	45021049	45021549	1	2.302551	0.023838	0.023838	4.605101	0.023988	1	2.561889	0.027286	0.027286	5.123778	0.027586	2.432220	0.022189	4.864439	0.022789	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	promoter	True	False	False	LINC00229	promoter|chr22:45021049-45021549	4.570238	2.432220	3.334040
chr22	45041035	45041535	11	25.328056	0.144978	0.144978	50.656112	0.147526	10	25.618888	0.212744	0.212744	51.237777	0.215142	25.473472	0.170615	50.946944	0.174663	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	intergenic	False	False	True		intergenic|chr22:45041035-45041535	4.570238	25.473472	10.789802
chr22	45065368	45065868	17	39.143359	0.323388	0.323388	78.286718	0.329835	11	28.180777	0.242729	0.242729	56.361554	0.245277	33.662068	0.271964	67.324136	0.278261	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	intergenic	False	False	True		intergenic|chr22:45065368-45065868	9.140475	33.662068	17.541018
chr22	45072437	45072993	219	504.258567	0.928786	0.928786	906.939869	0.925337	161	412.464102	0.913193	0.913193	741.841909	0.904948	458.361334	0.920540	824.390889	0.916342	67	306.205926	0.939430	0.939430	550.730082	0.939430	306.205926	0.939430	550.730082	0.939430	K562	promoter	True	False	False	PRR5	promoter|chr22:45072437-45072993	306.205926	458.361334	374.637100
chr22	45078502	45079002	32	73.681617	0.578111	0.578111	147.363234	0.587706	21	53.799665	0.471964	0.471964	107.599331	0.480360	63.740641	0.535382	127.481283	0.544078	15	68.553565	0.749025	0.749025	137.107131	0.756072	68.553565	0.749025	137.107131	0.756072	K562	genic	False	True	False		genic|chr22:45078502-45079002	68.553565	63.740641	66.103315
chr22	44708481	44708981	1	2.302551	0.023838	0.023838	4.605101	0.023988	0	0.000000	0.010195	0.010195	0.000000	0.010195	1.151275	0.012144	2.302551	0.012144	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	promoter	True	False	False	KIAA1644	promoter|chr22:44708481-44708981	4.570238	1.151275	2.293818
chr22	45080551	45081051	144	331.567277	0.883058	0.883058	663.134554	0.887856	124	317.674215	0.882759	0.882759	635.348430	0.886957	324.620746	0.883058	649.241492	0.886957	20	91.404754	0.804948	0.804948	182.809508	0.812744	91.404754	0.804948	182.809508	0.812744	K562	genic	False	True	False		genic|chr22:45080551-45081051	91.404754	324.620746	172.255274
chr22	45085073	45085573	48	110.522426	0.684558	0.684558	221.044851	0.694903	58	148.589552	0.755022	0.755022	297.179104	0.764768	129.555989	0.722939	259.111978	0.733133	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:45085073-45085573	18.280951	129.555989	48.666278
chr22	45089155	45089655	19	43.748460	0.373463	0.373463	87.496920	0.380660	11	28.180777	0.242729	0.242729	56.361554	0.245277	35.964619	0.300900	71.929237	0.307196	9	41.132139	0.617691	0.617691	82.264279	0.625787	41.132139	0.617691	82.264279	0.625787	K562	genic	False	True	False		genic|chr22:45089155-45089655	41.132139	35.964619	38.461691
chr22	45093253	45093753	14	32.235707	0.238981	0.238981	64.471415	0.245427	17	43.552110	0.393553	0.393553	87.104220	0.400750	37.893909	0.325187	75.787818	0.331484	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	genic	False	True	False		genic|chr22:45093253-45093753	9.140475	37.893909	18.610974
chr22	45097178	45097678	38	87.496920	0.626087	0.626087	174.993841	0.635232	21	53.799665	0.471964	0.471964	107.599331	0.480360	70.648293	0.574513	141.296586	0.581709	11	50.272615	0.671364	0.671364	100.545229	0.680210	50.272615	0.671364	100.545229	0.680210	K562	promoter	True	False	False	PRR5-ARHGAP8	promoter|chr22:45097178-45097678	50.272615	70.648293	59.595926
chr22	45097827	45098327	10	23.025505	0.113793	0.113793	46.051011	0.115592	6	15.371333	0.114993	0.114993	30.742666	0.116492	19.198419	0.105247	38.396838	0.106447	3	13.710713	0.340330	0.340330	27.421426	0.343628	13.710713	0.340330	27.421426	0.343628	K562	promoter	True	False	False	PRR5-ARHGAP8	promoter|chr22:45097827-45098327	13.710713	19.198419	16.224180
chr22	45117117	45117617	10	23.025505	0.113793	0.113793	46.051011	0.115592	5	12.809444	0.097301	0.097301	25.618888	0.098201	17.917475	0.094453	35.834949	0.095952	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:45117117-45117617	0.000000	17.917475	0.000000
chr22	45119621	45120121	35	80.589269	0.608846	0.608846	161.178537	0.617391	29	74.294776	0.584858	0.584858	148.589552	0.592204	77.442022	0.595652	154.884045	0.604948	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	genic	False	True	False		genic|chr22:45119621-45120121	22.851188	77.442022	42.067116
chr22	45131433	45131933	10	23.025505	0.113793	0.113793	46.051011	0.115592	4	10.247555	0.081409	0.081409	20.495111	0.082009	16.636530	0.085007	33.273061	0.086207	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	genic	False	True	False		genic|chr22:45131433-45131933	4.570238	16.636530	8.719685
chr22	45134206	45134706	13	29.933157	0.207946	0.207946	59.866314	0.213493	9	23.056999	0.184558	0.184558	46.113999	0.186207	26.495078	0.182459	52.990156	0.186057	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	genic	False	True	False		genic|chr22:45134206-45134706	0.000000	26.495078	0.000000
chr22	45135484	45135984	15	34.538258	0.269865	0.269865	69.076516	0.276762	14	35.866444	0.326387	0.326387	71.732887	0.332084	35.202351	0.292804	70.404702	0.299400	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	genic	False	True	False		genic|chr22:45135484-45135984	4.570238	35.202351	12.683971
chr22	45081229	45081729	69	158.875987	0.764918	0.764918	317.751974	0.776012	72	184.455996	0.798951	0.798951	368.911991	0.808696	171.665991	0.785307	343.331983	0.796402	16	73.123803	0.761769	0.761769	146.247606	0.768666	73.123803	0.761769	146.247606	0.768666	K562	genic	False	True	False		genic|chr22:45081229-45081729	73.123803	171.665991	112.039592
chr22	44298906	44299406	24	55.261213	0.476462	0.476462	110.522426	0.485157	22	56.361554	0.490105	0.490105	112.723108	0.497751	55.811384	0.482459	111.622767	0.492054	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	intergenic	False	False	True		intergenic|chr22:44298906-44299406	9.140475	55.811384	22.586336
chr22	44588231	44588731	39	89.799471	0.633583	0.633583	179.598942	0.643478	65	166.522774	0.780060	0.780060	333.045548	0.789805	128.161122	0.720240	256.322245	0.730735	1	4.570238	0.155322	0.155322	9.140475	0.156972	4.570238	0.155322	9.140475	0.156972	K562	genic	False	True	False		genic|chr22:44588231-44588731	4.570238	128.161122	24.201793
chr22	44568087	44568587	15	34.538258	0.269865	0.269865	69.076516	0.276762	25	64.047221	0.533133	0.533133	128.094441	0.539730	49.292739	0.436132	98.585479	0.443928	2	9.140475	0.258171	0.258171	18.280951	0.259520	9.140475	0.258171	18.280951	0.259520	K562	intergenic	False	False	True		intergenic|chr22:44568087-44568587	9.140475	49.292739	21.226377
chr22	44341747	44342247	22	50.656112	0.437031	0.437031	101.312224	0.444828	22	56.361554	0.490105	0.490105	112.723108	0.497751	53.508833	0.470915	107.017666	0.479010	5	22.851188	0.466117	0.466117	45.702377	0.473013	22.851188	0.466117	45.702377	0.473013	K562	genic	False	True	False		genic|chr22:44341747-44342247	22.851188	53.508833	34.967706
chr22	44350214	44350714	18	41.445910	0.350525	0.350525	82.891819	0.357721	15	38.428332	0.351724	0.351724	76.856665	0.358471	39.937121	0.351274	79.874242	0.357871	9	41.132139	0.617691	0.617691	82.264279	0.625787	41.132139	0.617691	82.264279	0.625787	K562	intergenic	False	False	True		intergenic|chr22:44350214-44350714	41.132139	39.937121	40.530226
chr22	44350976	44351510	85	195.716795	0.808096	0.808096	366.510853	0.806297	85	217.760550	0.828336	0.828336	407.791293	0.825487	206.738673	0.817991	387.151073	0.815892	55	251.363073	0.926087	0.926087	470.717366	0.925937	251.363073	0.926087	470.717366	0.925937	K562	promoter	True	False	False	SAMM50	promoter|chr22:44350976-44351510	251.363073	206.738673	227.961550
chr22	44365341	44365841	182	419.064197	0.908096	0.908096	838.128395	0.915292	142	363.788214	0.898201	0.898201	727.576428	0.902699	391.426206	0.904348	782.852411	0.909745	57	260.503549	0.928336	0.928336	521.007098	0.934183	260.503549	0.928336	521.007098	0.934183	K562	genic	False	True	False		genic|chr22:44365341-44365841	260.503549	391.426206	319.324154
chr22	44366038	44366538	38	87.496920	0.626087	0.626087	174.993841	0.635232	29	74.294776	0.584858	0.584858	148.589552	0.592204	80.895848	0.610345	161.791696	0.620840	145	662.684466	0.979010	0.979010	1325.368932	0.984408	662.684466	0.979010	1325.368932	0.984408	K562	genic	False	True	False		genic|chr22:44366038-44366538	662.684466	80.895848	231.534926
chr22	44381319	44381819	166	382.223389	0.897451	0.897451	764.446778	0.902849	139	356.102547	0.895202	0.895202	712.205095	0.900000	369.162968	0.896552	738.325936	0.901349	49	223.941647	0.916342	0.916342	447.883294	0.921589	223.941647	0.916342	447.883294	0.921589	K562	genic	False	True	False		genic|chr22:44381319-44381819	223.941647	369.162968	287.525587
chr22	44394840	44395340	2	4.605101	0.036432	0.036432	9.210202	0.036882	1	2.561889	0.027286	0.027286	5.123778	0.027586	3.583495	0.027886	7.166990	0.028636	0	0.000000	0.049925	0.049925	0.000000	0.049925	0.000000	0.049925	0.000000	0.049925	K562	promoter	True	False	False	PARVB	promoter|chr22:44394840-44395340	0.000000	3.583495	0.000000
chr22	44399393	44399893	13	29.933157	0.207946	0.207946	59.866314	0.213493	9	23.056999	0.184558	0.184558	46.113999	0.186207	26.495078	0.182459	52.990156	0.186057	6	27.421426	0.513793	0.513793	54.842852	0.521739	27.421426	0.513793	54.842852	0.521739	K562	genic	False	True	False		genic|chr22:44399393-44399893	27.421426	26.495078	26.954273
chr22	44400180	44400680	27	62.168864	0.522789	0.522789	124.337729	0.530885	24	61.485332	0.520540	0.520540	122.970664	0.527436	61.827098	0.521139	123.654196	0.528936	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:44400180-44400680	18.280951	61.827098	33.619312
chr22	44401424	44401924	46	105.917325	0.673013	0.673013	211.834649	0.684858	35	89.666109	0.638081	0.638081	179.332218	0.649175	97.791717	0.656672	195.583434	0.666867	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:44401424-44401924	18.280951	97.791717	42.281504
chr22	44576519	44577019	2	4.605101	0.036432	0.036432	9.210202	0.036882	5	12.809444	0.097301	0.097301	25.618888	0.098201	8.707273	0.054873	17.414545	0.054873	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	promoter	True	False	False	PARVG	promoter|chr22:44576519-44577019	18.280951	8.707273	12.616546
chr22	44411827	44412327	9	20.722955	0.091454	0.091454	41.445910	0.092804	8	20.495111	0.158621	0.158621	40.990221	0.161019	20.609033	0.119490	41.218065	0.121289	4	18.280951	0.407946	0.407946	36.561902	0.413043	18.280951	0.407946	36.561902	0.413043	K562	genic	False	True	False		genic|chr22:44411827-44412327	18.280951	20.609033	19.410119
chr22	44417463	44417963	19	43.748460	0.373463	0.373463	87.496920	0.380660	11	28.180777	0.242729	0.242729	56.361554	0.245277	35.964619	0.300900	71.929237	0.307196	19	86.834516	0.794153	0.794153	173.669033	0.802249	86.834516	0.794153	173.669033	0.802249	K562	genic	False	True	False		genic|chr22:44417463-44417963	86.834516	35.964619	55.883542
chr22	44421451	44421951	69	158.875987	0.764918	0.764918	317.751974	0.776012	61	156.275219	0.767316	0.767316	312.550437	0.776612	157.575603	0.767016	315.151206	0.777211	28	127.966656	0.854423	0.854423	255.933311	0.864018	127.966656	0.854423	255.933311	0.864018	K562	genic	False	True	False		genic|chr22:44421451-44421951	127.966656	157.575603	142.001489
chr22	44422670	44423170	78	179.598942	0.793103	0.793103	359.197883	0.802549	49	125.532553	0.715442	0.715442	251.065105	0.726537	152.565747	0.760420	305.131494	0.770315	56	255.933311	0.926987	0.926987	511.866622	0.932984	255.933311	0.926987	511.866622	0.932984	K562	genic	False	True	False		genic|chr22:44422670-44423170	255.933311	152.565747	197.602269
chr22	44426714	44427214	27	62.168864	0.522789	0.522789	124.337729	0.530885	31	79.418554	0.603748	0.603748	158.837107	0.612444	70.793709	0.575412	141.587418	0.582459	24	109.685705	0.833883	0.833883	219.371410	0.843028	109.685705	0.833883	219.371410	0.843028	K562	genic	False	True	False		genic|chr22:44426714-44427214	109.685705	70.793709	88.119566
chr22	44442385	44442885	270	621.688645	0.946477	0.946477	1243.377289	0.951724	230	589.234431	0.943928	0.943928	1178.468862	0.950825	605.461538	0.945427	1210.923075	0.951124	7	31.991664	0.554273	0.554273	63.983328	0.561169	31.991664	0.554273	63.983328	0.561169	K562	genic	False	True	False		genic|chr22:44442385-44442885	31.991664	605.461538	139.175149
