chr	start	end	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	cellType	class	isPromoterElement	isGenicElement	isIntergenicElement	promoterSymbol	genicSymbol	name	normalized_h3K27ac	normalized_dhs	activity_base	activity_base_no_qnorm
chr22	21181344	21181844	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	16	36.840809	0.296096	0.296096	73.681617	0.302402	6	15.371333	0.113664	0.113664	30.742666	0.115465	26.106071	0.174174	52.212142	0.178078	K562	genic	False	True	False		PI4KA	genic|chr22:21181344-21181844	9.140475	26.106071	15.447391	15.447391
chr22	21184317	21184817	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	13	29.933157	0.206306	0.206306	59.866314	0.212162	18	46.113999	0.413514	0.413514	92.227998	0.421622	38.023578	0.326727	76.047156	0.333033	K562	genic	False	True	False		PI4KA	genic|chr22:21184317-21184817	31.991664	38.023578	34.877464	34.877464
chr22	21190643	21191143	14	63.983328	0.732132	0.732132	127.966656	0.740090	63.983328	0.732132	127.966656	0.740090	22	50.656112	0.436186	0.436186	101.312224	0.443844	21	53.799665	0.471171	0.471171	107.599331	0.479880	52.227889	0.456757	104.455777	0.465015	K562	genic	False	True	False		PI4KA	genic|chr22:21190643-21191143	63.983328	52.227889	57.807561	57.807561
chr22	21195108	21195608	16	73.123803	0.760961	0.760961	146.247606	0.768168	73.123803	0.760961	146.247606	0.768168	105	241.767806	0.839640	0.839640	483.535612	0.846396	117	299.740993	0.874024	0.874024	599.481986	0.879730	270.754400	0.858859	541.508799	0.864264	K562	genic	False	True	False		PI4KA	genic|chr22:21195108-21195608	73.123803	270.754400	140.707468	140.707468
chr22	21197644	21198144	12	54.842852	0.692042	0.692042	109.685705	0.700751	54.842852	0.692042	109.685705	0.700751	26	59.866314	0.509009	0.509009	119.732628	0.516667	24	61.485332	0.519820	0.519820	122.970664	0.527027	60.675823	0.514264	121.351646	0.522673	K562	genic	False	True	False		PI4KA	genic|chr22:21197644-21198144	54.842852	60.675823	57.685659	57.685659
chr22	21198209	21198709	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	28	64.471415	0.534384	0.534384	128.942830	0.542342	37	94.789887	0.648348	0.648348	189.579773	0.659610	79.630651	0.605706	159.261302	0.615015	K562	genic	False	True	False		PI4KA	genic|chr22:21198209-21198709	41.132139	79.630651	57.230927	57.230927
chr22	21199299	21200199	10	45.702377	0.645195	0.645195	50.780419	0.498498	45.702377	0.645195	50.780419	0.498498	48	110.522426	0.684084	0.684084	122.802695	0.523423	59	151.151441	0.759009	0.759009	167.946045	0.628829	130.836933	0.724925	145.374370	0.587387	K562	genic	False	True	False		PI4KA	genic|chr22:21199299-21200199	45.702377	130.836933	77.327607	77.327607
chr22	21206321	21206821	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	94	216.439750	0.820721	0.820721	432.879501	0.828378	80	204.951106	0.818468	0.818468	409.902213	0.826426	210.695428	0.820420	421.390857	0.828829	K562	genic	False	True	False		PI4KA	genic|chr22:21206321-21206821	41.132139	210.695428	93.093253	93.093253
chr22	21207470	21207970	29	132.536893	0.860360	0.860360	265.073786	0.868318	132.536893	0.860360	265.073786	0.868318	174	400.643793	0.904054	0.904054	801.287586	0.909459	165	422.711657	0.916216	0.916216	845.423314	0.921622	411.677725	0.909309	823.355450	0.915315	K562	genic	False	True	False		PI4KA	genic|chr22:21207470-21207970	132.536893	411.677725	233.586144	233.586144
chr22	21211517	21212017	44	201.090459	0.906757	0.906757	402.180917	0.911862	201.090459	0.906757	402.180917	0.911862	377	868.061552	0.965916	0.965916	1736.123104	0.970270	329	842.861425	0.966967	0.966967	1685.722850	0.970871	855.461488	0.966066	1710.922977	0.970871	K562	genic	False	True	False		PI4KA	genic|chr22:21211517-21212017	201.090459	855.461488	414.759139	414.759139
chr22	21212403	21213541	202	923.188015	0.988438	0.988438	811.237272	0.964264	923.188015	0.988438	811.237272	0.964264	1327	3055.484560	0.996396	0.996396	2684.960071	0.984384	1299	3327.893589	0.997598	0.997598	2924.335316	0.987387	3191.689075	0.996997	2804.647693	0.986186	K562	promoter	True	False	False	SNAP29,PI4KA	SNAP29,PI4KA	promoter|chr22:21212403-21213541	923.188015	3191.689075	1716.545689	1716.545689
chr22	21220083	21220583	82	374.759491	0.953904	0.953904	749.518982	0.959459	374.759491	0.953904	749.518982	0.959459	123	283.213716	0.864264	0.864264	566.427432	0.868018	113	289.493438	0.869670	0.869670	578.986875	0.875375	286.353577	0.867568	572.707154	0.872673	K562	genic	False	True	False		SNAP29	genic|chr22:21220083-21220583	374.759491	286.353577	327.587730	327.587730
chr22	21221675	21222175	241	1101.427285	0.992342	0.992342	2202.854570	0.994595	1101.427285	0.992342	2202.854570	0.994595	2358	5429.414162	0.999700	0.999700	10858.828324	1.000000	1851	4742.056223	0.999399	0.999399	9484.112446	1.000000	5085.735193	0.999399	10171.470385	1.000000	K562	genic	False	True	False		SNAP29	genic|chr22:21221675-21222175	1101.427285	5085.735193	2366.763086	2366.763086
chr22	21231114	21231614	14	63.983328	0.732132	0.732132	127.966656	0.740090	63.983328	0.732132	127.966656	0.740090	49	112.824976	0.688739	0.688739	225.649952	0.698649	37	94.789887	0.648348	0.648348	189.579773	0.659610	103.807431	0.668168	207.614863	0.679279	K562	genic	False	True	False		SNAP29	genic|chr22:21231114-21231614	63.983328	103.807431	81.498128	81.498128
chr22	21239874	21240374	191	872.915400	0.987387	0.987387	1745.830801	0.990991	872.915400	0.987387	1745.830801	0.990991	898	2067.690381	0.991141	0.991141	4135.380761	0.992943	848	2172.481727	0.993093	0.993093	4344.963455	0.995195	2120.086054	0.992492	4240.172108	0.993994	K562	genic	False	True	False		SNAP29	genic|chr22:21239874-21240374	872.915400	2120.086054	1360.388094	1360.388094
chr22	21246800	21247300	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	18	41.445910	0.349399	0.349399	82.891819	0.356607	12	30.742666	0.270721	0.270721	61.485332	0.273874	36.094288	0.302102	72.188576	0.308408	K562	intergenic	False	False	True			intergenic|chr22:21246800-21247300	27.421426	36.094288	31.460401	31.460401
chr22	21248849	21249349	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	11	25.328056	0.143393	0.143393	50.656112	0.146847	8	20.495111	0.157057	0.157057	40.990221	0.159760	22.911583	0.142192	45.823167	0.144895	K562	intergenic	False	False	True			intergenic|chr22:21248849-21249349	13.710713	22.911583	17.723830	17.723830
chr22	21249522	21250022	5	22.851188	0.465015	0.465015	45.702377	0.471922	22.851188	0.465015	45.702377	0.471922	21	48.353561	0.414414	0.414414	96.707122	0.422523	27	69.170998	0.561411	0.561411	138.341997	0.569069	58.762280	0.500300	117.524560	0.508408	K562	intergenic	False	False	True			intergenic|chr22:21249522-21250022	22.851188	58.762280	36.644071	36.644071
chr22	21254468	21254968	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	30	69.076516	0.556907	0.556907	138.153032	0.566366	20	51.237777	0.452402	0.452402	102.475553	0.461562	60.157146	0.510360	120.314293	0.518769	K562	intergenic	False	False	True			intergenic|chr22:21254468-21254968	27.421426	60.157146	40.615203	40.615203
chr22	21256043	21256543	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	21	48.353561	0.414414	0.414414	96.707122	0.422523	22	56.361554	0.489339	0.489339	112.723108	0.497297	52.357558	0.457958	104.715115	0.466066	K562	intergenic	False	False	True			intergenic|chr22:21256043-21256543	9.140475	52.357558	21.876311	21.876311
chr22	21258829	21259329	16	73.123803	0.760961	0.760961	146.247606	0.768168	73.123803	0.760961	146.247606	0.768168	35	80.589269	0.608258	0.608258	161.178537	0.616817	41	105.037442	0.672673	0.672673	210.074884	0.682883	92.813355	0.642943	185.626711	0.652553	K562	intergenic	False	False	True			intergenic|chr22:21258829-21259329	73.123803	92.813355	82.382435	82.382435
chr22	21260944	21261444	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	21	48.353561	0.414414	0.414414	96.707122	0.422523	12	30.742666	0.270721	0.270721	61.485332	0.273874	39.548114	0.345345	79.096227	0.351351	K562	intergenic	False	False	True			intergenic|chr22:21260944-21261444	27.421426	39.548114	32.931226	32.931226
chr22	21263487	21263987	5	22.851188	0.465015	0.465015	45.702377	0.471922	22.851188	0.465015	45.702377	0.471922	25	57.563763	0.494444	0.494444	115.127527	0.502102	22	56.361554	0.489339	0.489339	112.723108	0.497297	56.962659	0.488589	113.925318	0.497598	K562	intergenic	False	False	True			intergenic|chr22:21263487-21263987	22.851188	56.962659	36.078587	36.078587
chr22	21265320	21265820	2	9.140475	0.255556	0.255556	18.280951	0.257357	9.140475	0.255556	18.280951	0.257357	100	230.255054	0.833634	0.833634	460.510107	0.840691	80	204.951106	0.818468	0.818468	409.902213	0.826426	217.603080	0.826126	435.206160	0.833634	K562	intergenic	False	False	True			intergenic|chr22:21265320-21265820	9.140475	217.603080	44.598157	44.598157
chr22	21271216	21271963	376	1718.409374	0.997297	0.997297	2300.414156	0.995195	1718.409374	0.997297	2300.414156	0.995195	2671	6150.112480	1.000000	1.000000	8233.082302	0.999700	2360	6046.057637	1.000000	1.000000	8093.785324	0.999700	6098.085058	1.000000	8163.433813	0.999700	K562	promoter	True	False	False	CRKL	CRKL	promoter|chr22:21271216-21271963	1718.409374	6098.085058	3237.129366	3237.129366
chr22	21276606	21277106	18	82.264279	0.782583	0.782583	164.528557	0.790541	82.264279	0.782583	164.528557	0.790541	53	122.035178	0.708258	0.708258	244.070357	0.719069	59	151.151441	0.759009	0.759009	302.302882	0.769069	136.593310	0.736787	273.186619	0.746697	K562	genic	False	True	False		CRKL	genic|chr22:21276606-21277106	82.264279	136.593310	106.003538	106.003538
chr22	21280176	21281390	41	187.379746	0.900000	0.900000	154.349049	0.775375	187.379746	0.900000	154.349049	0.775375	68	156.573436	0.760511	0.760511	128.973177	0.547447	64	163.960885	0.776276	0.776276	135.058390	0.561862	160.267161	0.772673	132.015783	0.555556	K562	genic	False	True	False		CRKL	genic|chr22:21280176-21281390	187.379746	160.267161	173.294027	173.294027
chr22	21282883	21283383	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	35	80.589269	0.608258	0.608258	161.178537	0.616817	27	69.170998	0.561411	0.561411	138.341997	0.569069	74.880134	0.587838	149.760267	0.597147	K562	genic	False	True	False		CRKL	genic|chr22:21282883-21283383	31.991664	74.880134	48.944255	48.944255
chr22	21284147	21284647	13	59.413090	0.712763	0.712763	118.826180	0.720871	59.413090	0.712763	118.826180	0.720871	35	80.589269	0.608258	0.608258	161.178537	0.616817	40	102.475553	0.667718	0.667718	204.951106	0.677778	91.532411	0.638438	183.064822	0.648048	K562	genic	False	True	False		CRKL	genic|chr22:21284147-21284647	59.413090	91.532411	73.744311	73.744311
chr22	21286525	21287025	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	51	117.430077	0.698348	0.698348	234.860155	0.709159	57	146.027663	0.751502	0.751502	292.055327	0.760961	131.728870	0.726126	263.457741	0.736637	K562	genic	False	True	False		CRKL	genic|chr22:21286525-21287025	18.280951	131.728870	49.072691	49.072691
chr22	21291613	21292113	39	178.239270	0.895796	0.895796	356.478540	0.900000	178.239270	0.895796	356.478540	0.900000	137	315.449423	0.878078	0.878078	630.898847	0.882282	120	307.426660	0.876727	0.876727	614.853319	0.881832	311.438041	0.877177	622.876083	0.881682	K562	genic	False	True	False		CRKL	genic|chr22:21291613-21292113	178.239270	311.438041	235.606641	235.606641
chr22	21294425	21294925	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	36	82.891819	0.615616	0.615616	165.783639	0.623724	30	76.856665	0.593093	0.593093	153.713330	0.601201	79.874242	0.606757	159.748484	0.616066	K562	genic	False	True	False		CRKL	genic|chr22:21294425-21294925	36.561902	79.874242	54.040301	54.040301
chr22	21296093	21296593	5	22.851188	0.465015	0.465015	45.702377	0.471922	22.851188	0.465015	45.702377	0.471922	44	101.312224	0.659910	0.659910	202.624447	0.670571	46	117.846886	0.701201	0.701201	235.693772	0.711111	109.579555	0.681682	219.159110	0.692793	K562	genic	False	True	False		CRKL	genic|chr22:21296093-21296593	22.851188	109.579555	50.040214	50.040214
chr22	21301015	21301515	25	114.255942	0.838438	0.838438	228.511885	0.847447	114.255942	0.838438	228.511885	0.847447	34	78.286718	0.598498	0.598498	156.573436	0.607808	29	74.294776	0.584535	0.584535	148.589552	0.591592	76.290747	0.592492	152.581494	0.601502	K562	genic	False	True	False		CRKL	genic|chr22:21301015-21301515	114.255942	76.290747	93.363115	93.363115
chr22	21304762	21305262	17	77.694041	0.772523	0.772523	155.388082	0.780030	77.694041	0.772523	155.388082	0.780030	42	96.707122	0.648198	0.648198	193.414245	0.659009	34	87.104220	0.630631	0.630631	174.208440	0.641441	91.905671	0.639790	183.811343	0.649399	K562	genic	False	True	False		CRKL	genic|chr22:21304762-21305262	77.694041	91.905671	84.501615	84.501615
chr22	21308240	21308740	67	306.205926	0.940240	0.940240	612.411852	0.946697	306.205926	0.940240	612.411852	0.946697	70	161.178537	0.768769	0.768769	322.357075	0.779429	77	197.265440	0.811562	0.811562	394.530880	0.820120	179.221989	0.793093	358.443977	0.803003	K562	intergenic	False	False	True			intergenic|chr22:21308240-21308740	306.205926	179.221989	234.262321	234.262321
chr22	21309794	21310294	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	61	140.455583	0.742643	0.742643	280.911165	0.752853	67	171.646552	0.784685	0.784685	343.293103	0.793544	156.051067	0.765165	312.102134	0.774775	K562	intergenic	False	False	True			intergenic|chr22:21309794-21310294	36.561902	156.051067	75.534917	75.534917
chr22	21310511	21311011	14	63.983328	0.732132	0.732132	127.966656	0.740090	63.983328	0.732132	127.966656	0.740090	46	105.917325	0.672523	0.672523	211.834649	0.684685	46	117.846886	0.701201	0.701201	235.693772	0.711111	111.882105	0.687387	223.764211	0.699099	K562	promoter	True	False	False	LINC01637		promoter|chr22:21310511-21311011	63.983328	111.882105	84.608448	84.608448
chr22	21311129	21311629	1	4.570238	0.152853	0.152853	9.140475	0.154655	4.570238	0.152853	9.140475	0.154655	22	50.656112	0.436186	0.436186	101.312224	0.443844	10	25.618888	0.211261	0.211261	51.237777	0.214114	38.137500	0.327928	76.275000	0.333934	K562	promoter	True	False	False	LINC01637	LINC01637	promoter|chr22:21311129-21311629	4.570238	38.137500	13.202176	13.202176
chr22	21315962	21316462	17	77.694041	0.772523	0.772523	155.388082	0.780030	77.694041	0.772523	155.388082	0.780030	70	161.178537	0.768769	0.768769	322.357075	0.779429	66	169.084663	0.782282	0.782282	338.169325	0.791291	165.131600	0.778979	330.263200	0.786787	K562	genic	False	True	False		LINC01637	genic|chr22:21315962-21316462	77.694041	165.131600	113.268448	113.268448
chr22	21319167	21319667	0	0.000000	0.048949	0.048949	0.000000	0.048949	0.000000	0.048949	0.000000	0.048949	0	0.000000	0.008559	0.008559	0.000000	0.008559	2	5.123778	0.042492	0.042492	10.247555	0.042643	2.561889	0.023724	5.123778	0.024324	K562	promoter	True	False	False	AIFM3	AIFM3	promoter|chr22:21319167-21319667	0.000000	2.561889	0.000000	0.000000
chr22	21321788	21322288	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	21	48.353561	0.414414	0.414414	96.707122	0.422523	21	53.799665	0.471171	0.471171	107.599331	0.479880	51.076613	0.447598	102.153227	0.456306	K562	genic	False	True	False		AIFM3	genic|chr22:21321788-21322288	18.280951	51.076613	30.556980	30.556980
chr22	21322824	21323324	10	45.702377	0.645195	0.645195	91.404754	0.653754	45.702377	0.645195	91.404754	0.653754	19	43.748460	0.372523	0.372523	87.496920	0.380330	12	30.742666	0.270721	0.270721	61.485332	0.273874	37.245563	0.316216	74.491126	0.321772	K562	genic	False	True	False		AIFM3	genic|chr22:21322824-21323324	45.702377	37.245563	41.257857	41.257857
chr22	21324084	21324584	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	21	48.353561	0.414414	0.414414	96.707122	0.422523	18	46.113999	0.413514	0.413514	92.227998	0.421622	47.233780	0.419670	94.467560	0.427177	K562	genic	False	True	False		AIFM3	genic|chr22:21324084-21324584	36.561902	47.233780	41.556670	41.556670
chr22	21326576	21327076	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	25	57.563763	0.494444	0.494444	115.127527	0.502102	17	43.552110	0.392643	0.392643	87.104220	0.399850	50.557937	0.442793	101.115873	0.451201	K562	genic	False	True	False		AIFM3	genic|chr22:21326576-21327076	18.280951	50.557937	30.401433	30.401433
chr22	21336188	21336807	337	1540.170104	0.996396	0.996396	2488.158488	0.996396	1540.170104	0.996396	2488.158488	0.996396	618	1422.976231	0.982883	0.982883	2298.830744	0.980180	439	1124.669196	0.976577	0.976577	1816.913079	0.974174	1273.822713	0.979580	2057.871912	0.978078	K562	promoter	True	False	False	LZTR1	LZTR1	promoter|chr22:21336188-21336807	1540.170104	1273.822713	1400.679714	1400.679714
chr22	21336929	21337429	89	406.751155	0.959009	0.959009	813.502310	0.964715	406.751155	0.959009	813.502310	0.964715	47	108.219875	0.678679	0.678679	216.439750	0.690390	51	130.656330	0.725976	0.725976	261.312661	0.736787	119.438103	0.702703	238.876205	0.714414	K562	promoter	True	False	False	LZTR1	LZTR1	promoter|chr22:21336929-21337429	406.751155	119.438103	220.412310	220.412310
chr22	21344350	21345326	15	68.553565	0.748048	0.748048	70.239309	0.580781	68.553565	0.748048	70.239309	0.580781	34	78.286718	0.598498	0.598498	80.211801	0.343243	22	56.361554	0.489339	0.489339	57.747494	0.260661	67.324136	0.554805	68.979648	0.286787	K562	genic	False	True	False		LZTR1	genic|chr22:21344350-21345326	68.553565	67.324136	67.936070	67.936070
chr22	21355960	21356654	448	2047.466489	0.998498	0.998498	2950.239897	0.998498	2047.466489	0.998498	2950.239897	0.998498	1951	4492.276094	0.998799	0.998799	6473.020309	0.998799	1711	4383.391787	0.999099	0.999099	6316.126494	0.998799	4437.833941	0.999099	6394.573402	0.998799	K562	promoter	True	False	False	THAP7,THAP7-AS1	THAP7,THAP7-AS1	promoter|chr22:21355960-21356654	2047.466489	4437.833941	3014.351717	3014.351717
chr22	21368326	21368873	58	265.073786	0.930480	0.930480	484.595588	0.929429	265.073786	0.930480	484.595588	0.929429	1039	2392.350006	0.993694	0.993694	4373.583192	0.994294	879	2251.900281	0.993694	0.993694	4116.819527	0.993694	2322.125144	0.993994	4245.201359	0.994595	K562	promoter	True	False	False	TUBA3FP	TUBA3FP	promoter|chr22:21368326-21368873	265.073786	2322.125144	784.560071	784.560071
chr22	21368928	21369713	151	690.105892	0.982132	0.982132	879.115787	0.968468	690.105892	0.982132	879.115787	0.968468	814	1874.276136	0.988889	0.988889	2387.612912	0.980781	683	1749.770070	0.988288	0.988288	2229.006459	0.980480	1812.023103	0.988889	2308.309685	0.980781	K562	promoter	True	False	False	P2RX6,TUBA3FP	P2RX6	promoter|chr22:21368928-21369713	690.105892	1812.023103	1118.252127	1118.252127
chr22	21375121	21375621	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	65	149.665785	0.754805	0.754805	299.331570	0.765916	43	110.161220	0.683934	0.683934	220.322439	0.694595	129.913502	0.723724	259.827004	0.733934	K562	genic	False	True	False		P2RX6	genic|chr22:21375121-21375621	18.280951	129.913502	48.733380	48.733380
chr22	21377051	21377551	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	18	41.445910	0.349399	0.349399	82.891819	0.356607	8	20.495111	0.157057	0.157057	40.990221	0.159760	30.970510	0.234835	61.941020	0.239039	K562	genic	False	True	False		P2RX6	genic|chr22:21377051-21377551	36.561902	30.970510	33.650271	33.650271
chr22	21381233	21381733	8	36.561902	0.587087	0.587087	73.123803	0.595495	36.561902	0.587087	73.123803	0.595495	15	34.538258	0.268318	0.268318	69.076516	0.275225	9	23.056999	0.182883	0.182883	46.113999	0.185285	28.797629	0.207958	57.595257	0.211862	K562	genic	False	True	False		P2RX6	genic|chr22:21381233-21381733	36.561902	28.797629	32.448360	32.448360
chr22	21386597	21387553	8	36.561902	0.587087	0.587087	38.244667	0.444444	36.561902	0.587087	38.244667	0.444444	36	82.891819	0.615616	0.615616	86.706924	0.369670	18	46.113999	0.413514	0.413514	48.236401	0.199700	64.502909	0.539940	67.471662	0.277778	K562	promoter	True	False	False	SLC7A4	SLC7A4	promoter|chr22:21386597-21387553	36.561902	64.502909	48.562836	48.562836
chr22	21391982	21392482	20	91.404754	0.804204	0.804204	182.809508	0.812012	91.404754	0.804204	182.809508	0.812012	311	716.093216	0.955856	0.955856	1432.186433	0.959159	211	540.558543	0.937688	0.937688	1081.117086	0.944444	628.325880	0.948348	1256.651759	0.953754	K562	intergenic	False	False	True			intergenic|chr22:21391982-21392482	91.404754	628.325880	239.649687	239.649687
chr22	21392692	21393192	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	39	89.799471	0.633033	0.633033	179.598942	0.642943	59	151.151441	0.759009	0.759009	302.302882	0.769069	120.475456	0.704204	240.950912	0.716216	K562	intergenic	False	False	True			intergenic|chr22:21392692-21393192	31.991664	120.475456	62.082286	62.082286
chr22	21394473	21394973	13	59.413090	0.712763	0.712763	118.826180	0.720871	59.413090	0.712763	118.826180	0.720871	68	156.573436	0.760511	0.760511	313.146873	0.771471	61	156.275219	0.766967	0.766967	312.550437	0.776276	156.424327	0.765465	312.848655	0.775075	K562	intergenic	False	False	True			intergenic|chr22:21394473-21394973	59.413090	156.424327	96.403593	96.403593
chr22	21398288	21398788	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	8	18.420404	0.077327	0.077327	36.840809	0.078228	8	20.495111	0.157057	0.157057	40.990221	0.159760	19.457757	0.106006	38.915515	0.107508	K562	promoter	True	False	False	P2RX6P	P2RX6P	promoter|chr22:21398288-21398788	18.280951	19.457757	18.860178	18.860178
chr22	21399859	21400498	15	68.553565	0.748048	0.748048	107.282575	0.690390	68.553565	0.748048	107.282575	0.690390	291	670.042206	0.951952	0.951952	1048.579352	0.940240	273	699.395650	0.959459	0.959459	1094.515885	0.945946	684.718928	0.955856	1071.547618	0.942943	K562	promoter	True	False	False	LRRC74B	LRRC74B	promoter|chr22:21399859-21400498	68.553565	684.718928	216.656234	216.656234
chr22	21405299	21405799	6	27.421426	0.512763	0.512763	54.842852	0.520721	27.421426	0.512763	54.842852	0.520721	20	46.051011	0.393393	0.393393	92.102021	0.401502	10	25.618888	0.211261	0.211261	51.237777	0.214114	35.834949	0.297898	71.669899	0.304354	K562	genic	False	True	False		LRRC74B	genic|chr22:21405299-21405799	27.421426	35.834949	31.347176	31.347176
chr22	21410040	21410540	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	156	359.197883	0.891141	0.891141	718.395767	0.896096	112	286.931549	0.867568	0.867568	573.863098	0.873574	323.064716	0.880480	646.129432	0.884985	K562	genic	False	True	False		LRRC74B	genic|chr22:21410040-21410540	41.132139	323.064716	115.275075	115.275075
chr22	21410921	21411421	27	123.396418	0.849850	0.849850	246.792836	0.858408	123.396418	0.849850	246.792836	0.858408	428	985.491629	0.970270	0.970270	1970.983258	0.974474	369	945.336978	0.971772	0.971772	1890.673956	0.976276	965.414304	0.969970	1930.828607	0.975075	K562	genic	False	True	False		LRRC74B	genic|chr22:21410921-21411421	123.396418	965.414304	345.150209	345.150209
chr22	21420147	21420647	9	41.132139	0.616517	0.616517	82.264279	0.624925	41.132139	0.616517	82.264279	0.624925	17	39.143359	0.322072	0.322072	78.286718	0.328378	15	38.428332	0.351351	0.351351	76.856665	0.357357	38.785846	0.338138	77.571692	0.344144	K562	intergenic	False	False	True			intergenic|chr22:21420147-21420647	41.132139	38.785846	39.941768	39.941768
chr22	21420934	21421434	13	59.413090	0.712763	0.712763	118.826180	0.720871	59.413090	0.712763	118.826180	0.720871	19	43.748460	0.372523	0.372523	87.496920	0.380330	10	25.618888	0.211261	0.211261	51.237777	0.214114	34.683674	0.283483	69.367348	0.290090	K562	intergenic	False	False	True			intergenic|chr22:21420934-21421434	59.413090	34.683674	45.394540	45.394540
chr22	21422784	21423754	14	63.983328	0.732132	0.732132	65.962194	0.578979	63.983328	0.732132	65.962194	0.578979	25	57.563763	0.494444	0.494444	59.344086	0.195195	25	64.047221	0.532432	0.532432	66.028063	0.288889	60.805492	0.515165	62.686074	0.243243	K562	intergenic	False	False	True			intergenic|chr22:21422784-21423754	63.983328	60.805492	62.374175	62.374175
chr22	21428322	21428822	7	31.991664	0.553303	0.553303	63.983328	0.560511	31.991664	0.553303	63.983328	0.560511	25	57.563763	0.494444	0.494444	115.127527	0.502102	19	48.675888	0.432883	0.432883	97.351776	0.441742	53.119826	0.463814	106.239651	0.471922	K562	intergenic	False	False	True			intergenic|chr22:21428322-21428822	31.991664	53.119826	41.223678	41.223678
chr22	21429448	21429948	3	13.710713	0.338438	0.338438	27.421426	0.342042	13.710713	0.338438	27.421426	0.342042	17	39.143359	0.322072	0.322072	78.286718	0.328378	8	20.495111	0.157057	0.157057	40.990221	0.159760	29.819235	0.222222	59.638470	0.226126	K562	intergenic	False	False	True			intergenic|chr22:21429448-21429948	13.710713	29.819235	20.219866	20.219866
chr22	21436496	21436996	4	18.280951	0.406607	0.406607	36.561902	0.411712	18.280951	0.406607	36.561902	0.411712	15	34.538258	0.268318	0.268318	69.076516	0.275225	12	30.742666	0.270721	0.270721	61.485332	0.273874	32.640462	0.259760	65.280924	0.265766	K562	intergenic	False	False	True			intergenic|chr22:21436496-21436996	18.280951	32.640462	24.427417	24.427417
