chr	start	end	name	score	strand	symbol	tss	K562.ENCFF934YBO.TPM.txt.Expression	Expression	Expression.quantile	is_ue	cellType	H3K27ac.ENCFF384ZZM.chr22.bam.readCount	H3K27ac.ENCFF384ZZM.chr22.bam.RPM	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile	H3K27ac.RPM	H3K27ac.RPM.quantile	H3K27ac.RPKM	H3K27ac.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile	DHS.RPM	DHS.RPM.quantile	DHS.RPKM	DHS.RPKM.quantile	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.readCount.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPM.quantile.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.TSS1Kb	H3K27ac.ENCFF384ZZM.chr22.bam.RPKM.quantile.TSS1Kb	H3K27ac.RPM.TSS1Kb	H3K27ac.RPM.quantile.TSS1Kb	H3K27ac.RPKM.TSS1Kb	H3K27ac.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep1.chr22.bam.RPKM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.readCount.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPM.quantile.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.TSS1Kb	DHS.wgEncodeUwDnaseK562AlnRep2.chr22.bam.RPKM.quantile.TSS1Kb	DHS.RPM.TSS1Kb	DHS.RPM.quantile.TSS1Kb	DHS.RPKM.TSS1Kb	DHS.RPKM.quantile.TSS1Kb	PromoterActivityQuantile
chr22	23401592	23484241	RSPH14	0	-	RSPH14	23484241			0.082585	False	K562	1799	8221.857619	0.978456	0.978456	99.479215	0.856373	8221.857619	0.978456	99.479215	0.856373	3599	8286.879376	0.982047	0.982047	100.265936	0.892280	3337	8549.023024	0.983842	0.983842	103.437707	0.897666	8417.951200	0.983842	101.851822	0.892280	35	159.958319	0.602334	0.602334	159.958319	0.602334	159.958319	0.602334	159.958319	0.602334	770	1772.963912	0.947935	0.947935	1772.963912	0.947935	739	1893.235845	0.951526	0.951526	1893.235845	0.951526	1833.099879	0.951526	1833.099879	0.951526	0.775583
chr22	23412539	23467224	GNAZ	0	+	GNAZ	23412539	0.130000	0.130000	0.405745	False	K562	1215	5552.838803	0.955117	0.955117	101.542266	0.858169	5552.838803	0.955117	101.542266	0.858169	2197	5058.703526	0.951526	0.951526	92.506236	0.877917	1983	5080.225549	0.947935	0.947935	92.899800	0.877917	5069.464537	0.951526	92.703018	0.877917	22	100.545229	0.560144	0.560144	100.545229	0.560144	100.545229	0.560144	100.545229	0.560144	282	649.319251	0.843806	0.843806	649.319251	0.843806	297	760.880982	0.867145	0.867145	760.880982	0.867145	705.100117	0.849192	705.100117	0.849192	0.680431
chr22	23487512	23507830	RAB36	0	+	RAB36	23487512	0.000000	0.000000	0.268402	False	K562	509	2326.250988	0.854578	0.854578	114.492125	0.870736	2326.250988	0.854578	114.492125	0.870736	1037	2387.744905	0.888689	0.888689	117.518698	0.908438	938	2403.051722	0.892280	0.892280	118.272060	0.910233	2395.398314	0.894075	117.895379	0.910233	25	114.255942	0.574506	0.574506	114.255942	0.574506	114.255942	0.574506	114.255942	0.574506	884	2035.454673	0.955117	0.955117	2035.454673	0.955117	761	1949.597399	0.955117	0.955117	1949.597399	0.955117	1992.526036	0.955117	1992.526036	0.955117	0.739677
chr22	23522551	23660224	BCR	0	+	BCR	23522551	26.240000	26.240000	0.791741	False	K562	4463	20396.970846	1.000000	1.000000	148.155200	0.903052	20396.970846	1.000000	148.155200	0.903052	8829	20329.218676	1.000000	1.000000	147.663076	0.935368	7909	20261.978752	1.000000	1.000000	147.174673	0.929982	20295.598714	1.000000	147.418875	0.933573	179	818.072548	0.896768	0.896768	818.072548	0.896768	818.072548	0.896768	818.072548	0.896768	348	801.287586	0.868043	0.868043	801.287586	0.868043	284	727.576428	0.858169	0.858169	727.576428	0.858169	764.432007	0.865350	764.432007	0.865350	0.906643
chr22	23604953	23607186	FBXW4P1	0	+	FBXW4P1	23604953	2.720000	2.720000	0.547576	False	K562	66	301.635688	0.387792	0.387792	135.080917	0.890485	301.635688	0.387792	135.080917	0.890485	57	131.245381	0.250449	0.250449	58.775361	0.815081	40	102.475553	0.222621	0.222621	45.891426	0.770197	116.860467	0.244165	52.333393	0.800718	20	91.404754	0.549372	0.549372	91.404754	0.549372	91.404754	0.549372	91.404754	0.549372	14	32.235707	0.390485	0.390485	32.235707	0.390485	7	17.933222	0.317774	0.317774	17.933222	0.317774	25.084465	0.365350	25.084465	0.365350	0.452424
chr22	23701792	23724313	CES5AP1	0	-	CES5AP1	23724313	0.000000	0.000000	0.268402	False	K562	40	182.809508	0.317774	0.317774	8.117291	0.166966	182.809508	0.317774	8.117291	0.166966	73	168.086189	0.311490	0.311490	7.463531	0.152603	55	140.903886	0.277379	0.277379	6.256555	0.118492	154.495037	0.296230	6.860043	0.134650	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	3	6.907652	0.175943	0.175943	6.907652	0.175943	2	5.123778	0.131957	0.131957	5.123778	0.131957	6.015715	0.140934	6.015715	0.140934	0.216338
chr22	23732791	23744799	ZDHHC8P1	0	-	ZDHHC8P1	23744799	0.540000	0.540000	0.475763	False	K562	15	68.553565	0.180431	0.180431	5.708991	0.104129	68.553565	0.180431	5.708991	0.104129	66	151.968335	0.289946	0.289946	12.655591	0.339318	43	110.161220	0.245063	0.245063	9.173986	0.224417	131.064777	0.265709	10.914788	0.276481	10	45.702377	0.484740	0.484740	45.702377	0.484740	45.702377	0.484740	45.702377	0.484740	68	156.573436	0.585278	0.585278	156.573436	0.585278	65	166.522774	0.597846	0.597846	166.522774	0.597846	161.548105	0.594255	161.548105	0.594255	0.536804
chr22	23775750	23777258	LINC01659	0	+	LINC01659	23775750			0.082585	False	K562	0	0.000000	0.017953	0.017953	0.000000	0.017953	0.000000	0.017953	0.000000	0.017953	10	23.025505	0.068223	0.068223	15.268903	0.416517	6	15.371333	0.039497	0.039497	10.193192	0.258528	19.198419	0.055655	12.731047	0.332136	4	18.280951	0.352783	0.352783	18.280951	0.352783	18.280951	0.352783	18.280951	0.352783	18	41.445910	0.419210	0.419210	41.445910	0.419210	20	51.237777	0.462298	0.462298	51.237777	0.462298	46.341843	0.445242	46.341843	0.445242	0.412926
chr22	23804268	23829167	LINC01658	0	-	LINC01658	23829167			0.082585	False	K562	31	141.677369	0.271095	0.271095	5.690083	0.102334	141.677369	0.271095	5.690083	0.102334	88	202.624447	0.353680	0.353680	8.137855	0.183124	99	253.626994	0.393178	0.393178	10.186232	0.256732	228.125721	0.366248	9.162043	0.217235	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	3	6.907652	0.175943	0.175943	6.907652	0.175943	8	20.495111	0.336625	0.336625	20.495111	0.336625	13.701381	0.296230	13.701381	0.296230	0.150808
chr22	23915312	23922495	IGLL1	0	-	IGLL1	23922495	0.170000	0.170000	0.421903	False	K562	3	13.710713	0.065530	0.065530	1.908773	0.057451	13.710713	0.065530	1.908773	0.057451	17	39.143359	0.098743	0.098743	5.449444	0.091562	10	25.618888	0.070916	0.070916	3.566600	0.052065	32.381124	0.089767	4.508022	0.073609	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	9	20.722955	0.343806	0.343806	20.722955	0.343806	5	12.809444	0.273788	0.273788	12.809444	0.273788	16.766199	0.321364	16.766199	0.321364	0.258528
chr22	23950638	23974508	DRICH1	0	-	DRICH1	23974508			0.082585	False	K562	36	164.528557	0.299820	0.299820	6.892692	0.131059	164.528557	0.299820	6.892692	0.131059	114	262.490761	0.389587	0.389587	10.996680	0.283662	117	299.740993	0.434470	0.434470	12.557226	0.335727	281.115877	0.411131	11.776953	0.310592	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	5	11.512753	0.267504	0.267504	11.512753	0.267504	6	15.371333	0.298025	0.298025	15.371333	0.298025	13.442043	0.288151	13.442043	0.288151	0.242370
chr22	23980674	24059610	GUSBP11	0	-	GUSBP11	24059610	9.780000	9.780000	0.664273	False	K562	259	1183.691564	0.719928	0.719928	14.995586	0.387792	1183.691564	0.719928	14.995586	0.387792	359	826.615642	0.684919	0.684919	10.471973	0.267504	346	886.413535	0.714542	0.714542	11.229522	0.285458	856.514589	0.705566	10.850747	0.272890	66	301.635688	0.710054	0.710054	301.635688	0.710054	301.635688	0.710054	301.635688	0.710054	83	191.111694	0.612208	0.612208	191.111694	0.612208	78	199.827329	0.622980	0.622980	199.827329	0.622980	195.469512	0.617594	195.469512	0.617594	0.655296
chr22	24033047	24041363	RGL4	0	+	RGL4	24033047	0.000000	0.000000	0.268402	False	K562	25	114.255942	0.242370	0.242370	13.739291	0.359066	114.255942	0.242370	13.739291	0.359066	20	46.051011	0.110413	0.110413	5.537640	0.093357	19	48.675888	0.124776	0.124776	5.853281	0.107720	47.363449	0.114901	5.695460	0.102334	4	18.280951	0.352783	0.352783	18.280951	0.352783	18.280951	0.352783	18.280951	0.352783	1	2.302551	0.070018	0.070018	2.302551	0.070018	2	5.123778	0.131957	0.131957	5.123778	0.131957	3.713164	0.090664	3.713164	0.090664	0.208259
chr22	24083770	24093279	ZNF70	0	-	ZNF70	24093279	1.210000	1.210000	0.520646	False	K562	75	342.767827	0.421005	0.421005	36.046674	0.639138	342.767827	0.421005	36.046674	0.639138	81	186.506593	0.333034	0.333034	19.613692	0.515260	86	220.322439	0.365350	0.365350	23.169885	0.576302	203.414516	0.344704	21.391788	0.549372	75	342.767827	0.753142	0.753142	342.767827	0.753142	342.767827	0.753142	342.767827	0.753142	51	117.430077	0.551167	0.551167	117.430077	0.551167	62	158.837107	0.592460	0.592460	158.837107	0.592460	138.133592	0.567325	138.133592	0.567325	0.648115
chr22	24094929	24096630	VPREB3	0	-	VPREB3	24096630	0.000000	0.000000	0.268402	False	K562	4	18.280951	0.082585	0.082585	10.747179	0.269300	18.280951	0.082585	10.747179	0.269300	16	36.840809	0.094255	0.094255	21.658324	0.549372	10	25.618888	0.070916	0.070916	15.061075	0.409336	31.229848	0.084381	18.359699	0.500898	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	3	6.907652	0.175943	0.175943	6.907652	0.175943	2	5.123778	0.131957	0.131957	5.123778	0.131957	6.015715	0.140934	6.015715	0.140934	0.070916
chr22	24105207	24108050	C22orf15	0	+	C22orf15	24105207	0.000000	0.000000	0.268402	False	K562	69	315.346401	0.396768	0.396768	110.920296	0.867145	315.346401	0.396768	110.920296	0.867145	31	71.379067	0.167864	0.167864	25.106953	0.583483	20	51.237777	0.128366	0.128366	18.022433	0.504488	61.308422	0.145422	21.564693	0.552962	5	22.851188	0.385996	0.385996	22.851188	0.385996	22.851188	0.385996	22.851188	0.385996	24	55.261213	0.456014	0.456014	55.261213	0.456014	13	33.304555	0.404847	0.404847	33.304555	0.404847	44.282884	0.438061	44.282884	0.438061	0.427289
chr22	24108020	24110159	CHCHD10	0	-	CHCHD10	24110159	118.430000	118.430000	0.940754	False	K562	187	854.634450	0.639138	0.639138	399.548597	0.980251	854.634450	0.639138	399.548597	0.980251	102	234.860155	0.373429	0.373429	109.799044	0.901257	81	207.512995	0.339318	0.339318	97.014023	0.885099	221.186575	0.355476	103.406533	0.895871	131	598.701138	0.847397	0.847397	598.701138	0.847397	598.701138	0.847397	598.701138	0.847397	107	246.372907	0.652603	0.652603	246.372907	0.652603	97	248.503216	0.657989	0.657989	248.503216	0.657989	247.438062	0.660682	247.438062	0.660682	0.761221
chr22	24115005	24126503	MMP11	0	+	MMP11	24115005	0.300000	0.300000	0.443447	False	K562	27	123.396418	0.254937	0.254937	10.731990	0.267504	123.396418	0.254937	10.731990	0.267504	46	105.917325	0.211849	0.211849	9.211804	0.217235	42	107.599331	0.237882	0.237882	9.358091	0.235189	106.758328	0.224417	9.284948	0.219031	10	45.702377	0.484740	0.484740	45.702377	0.484740	45.702377	0.484740	45.702377	0.484740	7	16.117854	0.309695	0.309695	16.117854	0.309695	19	48.675888	0.456912	0.456912	48.675888	0.456912	32.396871	0.394973	32.396871	0.394973	0.443447
chr22	24129117	24176705	SMARCB1	0	+	SMARCB1	24129117	52.990000	52.990000	0.874327	False	K562	214	978.030867	0.677738	0.677738	20.552048	0.504488	978.030867	0.677738	20.552048	0.504488	197	453.602455	0.550269	0.550269	9.531866	0.229803	187	479.073211	0.570916	0.570916	10.067101	0.249551	466.337833	0.561939	9.799484	0.236984	136	621.552327	0.859066	0.859066	621.552327	0.859066	621.552327	0.859066	621.552327	0.859066	95	218.742301	0.637343	0.637343	218.742301	0.637343	107	274.122105	0.679533	0.679533	274.122105	0.679533	246.432203	0.658887	246.432203	0.658887	0.770197
chr22	24176689	24181199	DERL3	0	-	DERL3	24181199	9.000000	9.000000	0.656194	False	K562	63	287.924975	0.376122	0.376122	63.841458	0.775583	287.924975	0.376122	63.841458	0.775583	64	147.363234	0.283662	0.283662	32.674775	0.692998	58	148.589552	0.293537	0.293537	32.946686	0.698384	147.976393	0.286355	32.810730	0.696589	37	169.098795	0.608618	0.608618	169.098795	0.608618	169.098795	0.608618	169.098795	0.608618	504	1160.485470	0.904847	0.904847	1160.485470	0.904847	433	1109.297863	0.908438	0.908438	1109.297863	0.908438	1134.891666	0.904847	1134.891666	0.904847	0.745063
chr22	24198889	24228299	SLC2A11	0	+	SLC2A11	24198889	2.570000	2.570000	0.543986	False	K562	119	543.858286	0.522442	0.522442	18.492291	0.464991	543.858286	0.522442	18.492291	0.464991	365	840.430945	0.692101	0.692101	28.576367	0.637343	383	981.203422	0.742370	0.742370	33.362918	0.701975	910.817184	0.718133	30.969642	0.671454	4	18.280951	0.352783	0.352783	18.280951	0.352783	18.280951	0.352783	18.280951	0.352783	15	34.538258	0.397666	0.397666	34.538258	0.397666	15	38.428332	0.428187	0.428187	38.428332	0.428187	36.483295	0.412926	36.483295	0.412926	0.400359
chr22	24235896	24241117	MIF-AS1	0	-	MIF-AS1	24241117			0.082585	False	K562	285	1302.517744	0.741472	0.741472	249.476680	0.947935	1302.517744	0.741472	249.476680	0.947935	380	874.969203	0.711849	0.711849	167.586517	0.940754	333	853.108980	0.701975	0.701975	163.399537	0.938959	864.039092	0.707361	165.493027	0.940754	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	11	25.328056	0.373429	0.373429	25.328056	0.373429	19	48.675888	0.456912	0.456912	48.675888	0.456912	37.001972	0.418312	37.001972	0.418312	0.344704
chr22	24236564	24237409	MIF	0	+	MIF	24236564	398.090000	398.090000	0.987433	True	K562	73	333.627352	0.409336	0.409336	394.825269	0.978456	333.627352	0.409336	394.825269	0.978456	139	320.054524	0.443447	0.443447	378.762751	0.980251	103	263.874549	0.400359	0.400359	312.277573	0.969479	291.964537	0.420108	345.520162	0.974865	110	502.726147	0.820467	0.820467	502.726147	0.820467	502.726147	0.820467	502.726147	0.820467	244	561.822331	0.822262	0.822262	561.822331	0.822262	202	517.501544	0.803411	0.803411	517.501544	0.803411	539.661937	0.807899	539.661937	0.807899	0.838420
chr22	24309025	24314748	DDTL	0	+	DDTL	24309025	0.220000	0.220000	0.432675	False	K562	29	132.536893	0.261221	0.261221	23.158639	0.538600	132.536893	0.261221	23.158639	0.538600	24	55.261213	0.133752	0.133752	9.655987	0.233393	18	46.113999	0.120287	0.120287	8.057662	0.188510	50.687606	0.123878	8.856824	0.206463	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	4	9.210202	0.230700	0.230700	9.210202	0.230700	1	2.561889	0.077199	0.077199	2.561889	0.077199	5.886045	0.132855	5.886045	0.132855	0.066427
chr22	24313553	24322019	DDT	0	-	DDT	24322019	208.180000	208.180000	0.973070	False	K562	8	36.561902	0.121185	0.121185	4.318675	0.075404	36.561902	0.121185	4.318675	0.075404	7	16.117854	0.043986	0.043986	1.903833	0.032316	3	7.685666	0.017953	0.017953	0.907827	0.014363	11.901760	0.023339	1.405830	0.021544	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	0	0.000000	0.020646	0.020646	0.000000	0.020646	0	0.000000	0.025135	0.025135	0.000000	0.025135	0.000000	0.010772	0.000000	0.010772	0.010772
chr22	24340594	24347258	GSTTP1	0	-	GSTTP1	24347258	0.000000	0.000000	0.268402	False	K562	3	13.710713	0.065530	0.065530	2.057430	0.059246	13.710713	0.065530	2.057430	0.059246	9	20.722955	0.057451	0.057451	3.109687	0.035907	4	10.247555	0.024237	0.024237	1.537748	0.025135	15.485255	0.036804	2.323718	0.034111	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	1	2.302551	0.070018	0.070018	2.302551	0.070018	2	5.123778	0.131957	0.131957	5.123778	0.131957	3.713164	0.090664	3.713164	0.090664	0.167864
chr22	24373116	24374043	LOC391322	0	+	LOC391322	24373116			0.082585	False	K562	65	297.065450	0.384201	0.384201	320.458954	0.965889	297.065450	0.384201	320.458954	0.965889	20	46.051011	0.110413	0.110413	49.677466	0.788151	21	53.799665	0.132855	0.132855	58.036317	0.820467	49.925338	0.122083	53.856891	0.806104	122	557.568999	0.837522	0.837522	557.568999	0.837522	557.568999	0.837522	557.568999	0.837522	367	845.036046	0.870736	0.870736	845.036046	0.870736	257	658.405429	0.843806	0.843806	658.405429	0.843806	751.720738	0.863555	751.720738	0.863555	0.865350
chr22	24376132	24384311	GSTT1	0	-	GSTT1	24384311	27.740000	27.740000	0.795332	False	K562	109	498.155909	0.496409	0.496409	60.906701	0.768402	498.155909	0.496409	60.906701	0.768402	163	375.315737	0.493716	0.493716	45.887729	0.773788	134	343.293103	0.471275	0.471275	41.972503	0.745063	359.304420	0.479354	43.930116	0.768402	109	498.155909	0.817774	0.817774	498.155909	0.817774	498.155909	0.817774	498.155909	0.817774	180	414.459096	0.755835	0.755835	414.459096	0.755835	152	389.407102	0.757630	0.757630	389.407102	0.757630	401.933099	0.754039	401.933099	0.754039	0.809695
chr22	24385937	24401899	GSTTP2	0	-	GSTTP2	24401899	0.000000	0.000000	0.268402	False	K562	29	132.536893	0.261221	0.261221	8.303276	0.172352	132.536893	0.261221	8.303276	0.172352	210	483.535612	0.565530	0.565530	30.292921	0.653501	175	448.330545	0.558348	0.558348	28.087367	0.637343	465.933079	0.560144	29.190144	0.637343	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	5	11.512753	0.267504	0.267504	11.512753	0.267504	2	5.123778	0.131957	0.131957	5.123778	0.131957	8.318265	0.189408	8.318265	0.189408	0.100539
chr22	24407764	24574596	CABIN1	0	+	CABIN1	24407764	13.110000	13.110000	0.700180	False	K562	795	3633.338970	0.917415	0.917415	21.778430	0.526032	3633.338970	0.917415	21.778430	0.526032	1051	2419.980613	0.894075	0.894075	14.505494	0.400359	947	2426.108721	0.894075	0.894075	14.542226	0.396768	2423.044667	0.895871	14.523860	0.402154	42	191.949983	0.639138	0.639138	191.949983	0.639138	191.949983	0.639138	191.949983	0.639138	323	743.723823	0.858169	0.858169	743.723823	0.858169	273	699.395650	0.850987	0.850987	699.395650	0.850987	721.559737	0.859964	721.559737	0.859964	0.743268
chr22	24577443	24585074	SUSD2	0	+	SUSD2	24577443	0.000000	0.000000	0.268402	False	K562	14	63.983328	0.170557	0.170557	8.384658	0.181329	63.983328	0.170557	8.384658	0.181329	27	62.168864	0.149910	0.149910	8.146883	0.184919	19	48.675888	0.124776	0.124776	6.378704	0.122083	55.422376	0.136445	7.262793	0.149013	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	5	11.512753	0.267504	0.267504	11.512753	0.267504	5	12.809444	0.273788	0.273788	12.809444	0.273788	12.161098	0.271095	12.161098	0.271095	0.136445
chr22	24615621	24641110	GGT5	0	-	GGT5	24641110	0.340000	0.340000	0.452424	False	K562	27	123.396418	0.254937	0.254937	4.841164	0.084381	123.396418	0.254937	4.841164	0.084381	78	179.598942	0.327648	0.327648	7.046135	0.138241	109	279.245882	0.419210	0.419210	10.955545	0.272890	229.422412	0.369838	9.000840	0.215440	4	18.280951	0.352783	0.352783	18.280951	0.352783	18.280951	0.352783	18.280951	0.352783	8	18.420404	0.327648	0.327648	18.420404	0.327648	16	40.990221	0.433573	0.433573	40.990221	0.433573	29.705313	0.384201	29.705313	0.384201	0.384201
chr22	24647588	24661492	POM121L9P	0	+	POM121L9P	24647588	0.010000	0.010000	0.374327	False	K562	3	13.710713	0.065530	0.065530	0.986098	0.048474	13.710713	0.065530	0.986098	0.048474	60	138.153032	0.264811	0.264811	9.936208	0.245961	52	133.218219	0.270197	0.270197	9.581287	0.236984	135.685626	0.272890	9.758748	0.235189	0	0.000000	0.065530	0.065530	0.000000	0.065530	0.000000	0.065530	0.000000	0.065530	0	0.000000	0.020646	0.020646	0.000000	0.020646	0	0.000000	0.025135	0.025135	0.000000	0.025135	0.000000	0.010772	0.000000	0.010772	0.010772
chr22	24666784	24813708	SPECC1L	0	+	SPECC1L	24666784	7.330000	7.330000	0.644524	False	K562	419	1914.929595	0.827648	0.827648	13.033470	0.335727	1914.929595	0.827648	13.033470	0.335727	792	1823.620024	0.849192	0.849192	12.411995	0.321364	726	1859.931290	0.856373	0.856373	12.659139	0.339318	1841.775657	0.854578	12.535567	0.326750	72	329.057114	0.742370	0.742370	329.057114	0.742370	329.057114	0.742370	329.057114	0.742370	185	425.971849	0.761221	0.761221	425.971849	0.761221	132	338.169325	0.717235	0.717235	338.169325	0.717235	382.070587	0.745961	382.070587	0.745961	0.749551
chr22	24666784	24838328	SPECC1L-ADORA2A	0	+	SPECC1L-ADORA2A	24666784	0.000000	0.000000	0.268402	False	K562	462	2111.449817	0.836625	0.836625	12.308503	0.314183	2111.449817	0.836625	12.308503	0.314183	932	2145.977099	0.870736	0.870736	12.509776	0.332136	842	2157.110394	0.874327	0.874327	12.574677	0.337522	2151.543747	0.872531	12.542227	0.328546	72	329.057114	0.742370	0.742370	329.057114	0.742370	329.057114	0.742370	329.057114	0.742370	185	425.971849	0.761221	0.761221	425.971849	0.761221	132	338.169325	0.717235	0.717235	338.169325	0.717235	382.070587	0.745961	382.070587	0.745961	0.749551
chr22	24823529	24838328	ADORA2A	0	+	ADORA2A	24823529	0.400000	0.400000	0.458707	False	K562	32	146.247606	0.275583	0.275583	9.882263	0.245961	146.247606	0.275583	9.882263	0.245961	74	170.388740	0.315978	0.315978	11.513531	0.294434	67	171.646552	0.314183	0.314183	11.598524	0.301616	171.017646	0.315978	11.556027	0.301616	2	9.140475	0.249551	0.249551	9.140475	0.249551	9.140475	0.249551	9.140475	0.249551	4	9.210202	0.230700	0.230700	9.210202	0.230700	6	15.371333	0.298025	0.298025	15.371333	0.298025	12.290768	0.273788	12.290768	0.273788	0.289946
chr22	24834244	24891042	ADORA2A-AS1	0	-	ADORA2A-AS1	24891042	0.000000	0.000000	0.268402	False	K562	182	831.783261	0.629264	0.629264	14.644587	0.384201	831.783261	0.629264	14.644587	0.384201	585	1346.992063	0.798923	0.798923	23.715484	0.570916	547	1401.353190	0.806104	0.806104	24.672580	0.583483	1374.172626	0.806104	24.194032	0.581688	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	4	9.210202	0.230700	0.230700	9.210202	0.230700	1	2.561889	0.077199	0.077199	2.561889	0.077199	5.886045	0.132855	5.886045	0.132855	0.176840
chr22	24891250	24922553	UPB1	0	+	UPB1	24891250	0.010000	0.010000	0.374327	False	K562	105	479.874958	0.486535	0.486535	15.329999	0.393178	479.874958	0.486535	15.329999	0.393178	370	851.943698	0.701975	0.701975	27.216040	0.622980	353	904.346757	0.719928	0.719928	28.890099	0.646320	878.145227	0.712747	28.053069	0.626571	1	4.570238	0.172352	0.172352	4.570238	0.172352	4.570238	0.172352	4.570238	0.172352	4	9.210202	0.230700	0.230700	9.210202	0.230700	1	2.561889	0.077199	0.077199	2.561889	0.077199	5.886045	0.132855	5.886045	0.132855	0.176840
chr22	24936390	24951275	GUCD1	0	-	GUCD1	24951275	33.270000	33.270000	0.820467	False	K562	230	1051.154671	0.692998	0.692998	70.618386	0.797127	1051.154671	0.692998	70.618386	0.797127	246	566.427432	0.610413	0.610413	38.053573	0.737882	173	443.206767	0.552065	0.552065	29.775396	0.660682	504.817100	0.587074	33.914484	0.707361	142	648.973753	0.872531	0.872531	648.973753	0.872531	648.973753	0.872531	648.973753	0.872531	312	718.395767	0.854578	0.854578	718.395767	0.854578	239	612.291430	0.827648	0.827648	612.291430	0.827648	665.343599	0.842011	665.343599	0.842011	0.881508
chr22	24951617	24970932	SNRPD3	0	+	SNRPD3	24951617	185.490000	185.490000	0.962298	False	K562	249	1137.989187	0.710952	0.710952	58.917380	0.761221	1137.989187	0.710952	58.917380	0.761221	146	336.172378	0.457810	0.457810	17.404731	0.463196	134	343.293103	0.471275	0.471275	17.773394	0.497307	339.732741	0.464991	17.589062	0.470377	147	671.824942	0.876122	0.876122	671.824942	0.876122	671.824942	0.876122	671.824942	0.876122	348	801.287586	0.868043	0.868043	801.287586	0.868043	288	737.823983	0.865350	0.865350	737.823983	0.865350	769.555785	0.867145	769.555785	0.867145	0.901257
